city,care_quotient,pillar,metric,raw_value,raw_unit,benchmark,score_0_100,source,vintage
oklahoma_city,57.4,Economic Access to Care,SNAP Coverage Score (0-100),52.02,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),61.2,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
san_jose,57.0,Social & Relational Care,Care Nonprofits Score (0-100),4.15,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",16.6,IRS Exempt Organizations Business Master File (EO BMF),April 2026
san_jose,57.0,Institutional Care,Child Care Capacity Score (0-100),6.86,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",45.7,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
san_jose,57.0,Institutional Care,FQHC Density Score (0-100),6.51,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",43.4,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
san_jose,57.0,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
san_jose,57.0,Economic Access to Care,Housing Affordability Score (0-100),62.5,% of households not spending >30% of income on housing,90% not cost-burdened,69.4,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
san_jose,57.0,Social & Relational Care,Library Density Score (0-100),2.07,"public library outlets per 100,000 residents","5 per 100,000",41.4,IMLS Public Libraries Survey,FY2023
san_jose,57.0,Institutional Care,Nursing Home Capacity Score (0-100),18.82,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",37.6,CMS Care Compare — Nursing Home Provider Information,April 2026
san_jose,57.0,Social & Relational Care,Religious Institution Density Score (0-100),48.7,"congregations per 100,000 residents","150 per 100,000",32.5,ARDA U.S. Religion Census,2020
san_jose,57.0,Social & Relational Care,Residential Stability Score (0-100),87.22,% of population in same home 1+ year,95%,91.8,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
san_jose,57.0,Economic Access to Care,SNAP Coverage Score (0-100),52.16,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),61.4,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
columbus,56.9,Social & Relational Care,Care Nonprofits Score (0-100),8.11,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",32.4,IRS Exempt Organizations Business Master File (EO BMF),April 2026
columbus,56.9,Institutional Care,Child Care Capacity Score (0-100),5.73,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",38.2,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
columbus,56.9,Institutional Care,FQHC Density Score (0-100),3.31,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",22.1,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
columbus,56.9,Economic Access to Care,Healthcare Coverage Score (0-100),91.36,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),91.4,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
columbus,56.9,Economic Access to Care,Housing Affordability Score (0-100),65.61,% of households not spending >30% of income on housing,90% not cost-burdened,72.9,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
columbus,56.9,Social & Relational Care,Library Density Score (0-100),2.54,"public library outlets per 100,000 residents","5 per 100,000",50.8,IMLS Public Libraries Survey,FY2023
columbus,56.9,Institutional Care,Nursing Home Capacity Score (0-100),31.17,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",62.3,CMS Care Compare — Nursing Home Provider Information,April 2026
columbus,56.9,Social & Relational Care,Religious Institution Density Score (0-100),75.01,"congregations per 100,000 residents","150 per 100,000",50.0,ARDA U.S. Religion Census,2020
columbus,56.9,Social & Relational Care,Residential Stability Score (0-100),79.9,% of population in same home 1+ year,95%,84.1,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
columbus,56.9,Economic Access to Care,SNAP Coverage Score (0-100),49.32,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),58.0,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
albuquerque,55.9,Social & Relational Care,Care Nonprofits Score (0-100),4.73,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",18.9,IRS Exempt Organizations Business Master File (EO BMF),April 2026
albuquerque,55.9,Institutional Care,Child Care Capacity Score (0-100),4.56,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",30.4,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
albuquerque,55.9,Institutional Care,FQHC Density Score (0-100),3.72,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",24.8,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
albuquerque,55.9,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
albuquerque,55.9,Economic Access to Care,Housing Affordability Score (0-100),66.32,% of households not spending >30% of income on housing,90% not cost-burdened,73.7,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
albuquerque,55.9,Social & Relational Care,Library Density Score (0-100),2.48,"public library outlets per 100,000 residents","5 per 100,000",49.6,IMLS Public Libraries Survey,FY2023
albuquerque,55.9,Institutional Care,Nursing Home Capacity Score (0-100),25.34,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",50.7,CMS Care Compare — Nursing Home Provider Information,April 2026
albuquerque,55.9,Social & Relational Care,Religious Institution Density Score (0-100),64.45,"congregations per 100,000 residents","150 per 100,000",43.0,ARDA U.S. Religion Census,2020
albuquerque,55.9,Social & Relational Care,Residential Stability Score (0-100),84.74,% of population in same home 1+ year,95%,89.2,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
albuquerque,55.9,Economic Access to Care,SNAP Coverage Score (0-100),61.72,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),72.6,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
miami,55.9,Social & Relational Care,Care Nonprofits Score (0-100),8.25,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",33.0,IRS Exempt Organizations Business Master File (EO BMF),April 2026
miami,55.9,Institutional Care,Child Care Capacity Score (0-100),5.39,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",35.9,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
miami,55.9,Institutional Care,FQHC Density Score (0-100),5.12,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",34.1,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
miami,55.9,Economic Access to Care,Healthcare Coverage Score (0-100),73.8,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),73.8,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
miami,55.9,Economic Access to Care,Housing Affordability Score (0-100),46.61,% of households not spending >30% of income on housing,90% not cost-burdened,51.8,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
miami,55.9,Social & Relational Care,Library Density Score (0-100),2.22,"public library outlets per 100,000 residents","5 per 100,000",44.4,IMLS Public Libraries Survey,FY2023
miami,55.9,Institutional Care,Nursing Home Capacity Score (0-100),23.61,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",47.2,CMS Care Compare — Nursing Home Provider Information,April 2026
miami,55.9,Social & Relational Care,Religious Institution Density Score (0-100),63.07,"congregations per 100,000 residents","150 per 100,000",42.0,ARDA U.S. Religion Census,2020
miami,55.9,Social & Relational Care,Residential Stability Score (0-100),83.37,% of population in same home 1+ year,95%,87.8,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
miami,55.9,Economic Access to Care,SNAP Coverage Score (0-100),78.48,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),92.3,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
san_diego,55.2,Social & Relational Care,Care Nonprofits Score (0-100),6.51,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",26.0,IRS Exempt Organizations Business Master File (EO BMF),April 2026
san_diego,55.2,Institutional Care,Child Care Capacity Score (0-100),4.13,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",27.5,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
san_diego,55.2,Institutional Care,FQHC Density Score (0-100),7.21,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",48.1,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
san_diego,55.2,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
san_diego,55.2,Economic Access to Care,Housing Affordability Score (0-100),57.43,% of households not spending >30% of income on housing,90% not cost-burdened,63.8,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
san_diego,55.2,Social & Relational Care,Library Density Score (0-100),2.81,"public library outlets per 100,000 residents","5 per 100,000",56.2,IMLS Public Libraries Survey,FY2023
san_diego,55.2,Institutional Care,Nursing Home Capacity Score (0-100),13.24,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",26.5,CMS Care Compare — Nursing Home Provider Information,April 2026
san_diego,55.2,Social & Relational Care,Religious Institution Density Score (0-100),52.99,"congregations per 100,000 residents","150 per 100,000",35.3,ARDA U.S. Religion Census,2020
san_diego,55.2,Social & Relational Care,Residential Stability Score (0-100),84.11,% of population in same home 1+ year,95%,88.5,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
san_diego,55.2,Economic Access to Care,SNAP Coverage Score (0-100),44.21,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),52.0,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
bakersfield,54.9,Social & Relational Care,Care Nonprofits Score (0-100),3.07,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",12.3,IRS Exempt Organizations Business Master File (EO BMF),April 2026
bakersfield,54.9,Institutional Care,Child Care Capacity Score (0-100),1.34,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",8.9,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
bakersfield,54.9,Institutional Care,FQHC Density Score (0-100),4.66,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",31.1,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
bakersfield,54.9,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
bakersfield,54.9,Economic Access to Care,Housing Affordability Score (0-100),59.07,% of households not spending >30% of income on housing,90% not cost-burdened,65.6,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
bakersfield,54.9,Social & Relational Care,Library Density Score (0-100),1.23,"public library outlets per 100,000 residents","5 per 100,000",24.6,IMLS Public Libraries Survey,FY2023
bakersfield,54.9,Institutional Care,Nursing Home Capacity Score (0-100),29.63,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",59.3,CMS Care Compare — Nursing Home Provider Information,April 2026
bakersfield,54.9,Social & Relational Care,Religious Institution Density Score (0-100),67.97,"congregations per 100,000 residents","150 per 100,000",45.3,ARDA U.S. Religion Census,2020
bakersfield,54.9,Social & Relational Care,Residential Stability Score (0-100),87.84,% of population in same home 1+ year,95%,92.5,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
bakersfield,54.9,Economic Access to Care,SNAP Coverage Score (0-100),61.67,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),72.6,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
durham,54.7,Social & Relational Care,Care Nonprofits Score (0-100),8.64,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",34.6,IRS Exempt Organizations Business Master File (EO BMF),April 2026
durham,54.7,Institutional Care,Child Care Capacity Score (0-100),5.72,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",38.1,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
durham,54.7,Institutional Care,FQHC Density Score (0-100),2.82,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",18.8,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
durham,54.7,Economic Access to Care,Healthcare Coverage Score (0-100),72.98,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),73.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
durham,54.7,Economic Access to Care,Housing Affordability Score (0-100),69.37,% of households not spending >30% of income on housing,90% not cost-burdened,77.1,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
durham,54.7,Social & Relational Care,Library Density Score (0-100),2.47,"public library outlets per 100,000 residents","5 per 100,000",49.4,IMLS Public Libraries Survey,FY2023
durham,54.7,Institutional Care,Nursing Home Capacity Score (0-100),25.88,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",51.8,CMS Care Compare — Nursing Home Provider Information,April 2026
durham,54.7,Social & Relational Care,Religious Institution Density Score (0-100),111.13,"congregations per 100,000 residents","150 per 100,000",74.1,ARDA U.S. Religion Census,2020
durham,54.7,Social & Relational Care,Residential Stability Score (0-100),82.1,% of population in same home 1+ year,95%,86.4,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
durham,54.7,Economic Access to Care,SNAP Coverage Score (0-100),46.02,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),54.1,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
jacksonville,54.7,Social & Relational Care,Care Nonprofits Score (0-100),8.56,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",34.2,IRS Exempt Organizations Business Master File (EO BMF),April 2026
jacksonville,54.7,Institutional Care,Child Care Capacity Score (0-100),4.03,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",26.9,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
jacksonville,54.7,Institutional Care,FQHC Density Score (0-100),1.05,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",7.0,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
jacksonville,54.7,Economic Access to Care,Healthcare Coverage Score (0-100),80.95,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),81.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
jacksonville,54.7,Economic Access to Care,Housing Affordability Score (0-100),64.6,% of households not spending >30% of income on housing,90% not cost-burdened,71.8,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
jacksonville,54.7,Social & Relational Care,Library Density Score (0-100),2.11,"public library outlets per 100,000 residents","5 per 100,000",42.2,IMLS Public Libraries Survey,FY2023
jacksonville,54.7,Institutional Care,Nursing Home Capacity Score (0-100),30.39,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",60.8,CMS Care Compare — Nursing Home Provider Information,April 2026
jacksonville,54.7,Social & Relational Care,Religious Institution Density Score (0-100),99.14,"congregations per 100,000 residents","150 per 100,000",66.1,ARDA U.S. Religion Census,2020
jacksonville,54.7,Social & Relational Care,Residential Stability Score (0-100),83.22,% of population in same home 1+ year,95%,87.6,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
jacksonville,54.7,Economic Access to Care,SNAP Coverage Score (0-100),64.42,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),75.8,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
colorado_springs,54.2,Social & Relational Care,Care Nonprofits Score (0-100),6.64,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",26.6,IRS Exempt Organizations Business Master File (EO BMF),April 2026
colorado_springs,54.2,Institutional Care,Child Care Capacity Score (0-100),3.33,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",22.2,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
colorado_springs,54.2,Institutional Care,FQHC Density Score (0-100),3.34,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",22.3,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
colorado_springs,54.2,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
colorado_springs,54.2,Economic Access to Care,Housing Affordability Score (0-100),64.45,% of households not spending >30% of income on housing,90% not cost-burdened,71.6,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
colorado_springs,54.2,Social & Relational Care,Library Density Score (0-100),1.67,"public library outlets per 100,000 residents","5 per 100,000",33.4,IMLS Public Libraries Survey,FY2023
colorado_springs,54.2,Institutional Care,Nursing Home Capacity Score (0-100),25.62,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",51.2,CMS Care Compare — Nursing Home Provider Information,April 2026
colorado_springs,54.2,Social & Relational Care,Religious Institution Density Score (0-100),62.57,"congregations per 100,000 residents","150 per 100,000",41.7,ARDA U.S. Religion Census,2020
colorado_springs,54.2,Social & Relational Care,Residential Stability Score (0-100),79.88,% of population in same home 1+ year,95%,84.1,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
colorado_springs,54.2,Economic Access to Care,SNAP Coverage Score (0-100),54.49,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),64.1,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
charlotte,53.8,Social & Relational Care,Care Nonprofits Score (0-100),10.73,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",42.9,IRS Exempt Organizations Business Master File (EO BMF),April 2026
charlotte,53.8,Institutional Care,Child Care Capacity Score (0-100),4.07,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",27.1,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
charlotte,53.8,Institutional Care,FQHC Density Score (0-100),2.29,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",15.3,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
charlotte,53.8,Economic Access to Care,Healthcare Coverage Score (0-100),80.48,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),80.5,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
charlotte,53.8,Economic Access to Care,Housing Affordability Score (0-100),66.32,% of households not spending >30% of income on housing,90% not cost-burdened,73.7,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
charlotte,53.8,Social & Relational Care,Library Density Score (0-100),1.94,"public library outlets per 100,000 residents","5 per 100,000",38.8,IMLS Public Libraries Survey,FY2023
charlotte,53.8,Institutional Care,Nursing Home Capacity Score (0-100),21.32,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",42.6,CMS Care Compare — Nursing Home Provider Information,April 2026
charlotte,53.8,Social & Relational Care,Religious Institution Density Score (0-100),86.15,"congregations per 100,000 residents","150 per 100,000",57.4,ARDA U.S. Religion Census,2020
charlotte,53.8,Social & Relational Care,Residential Stability Score (0-100),83.27,% of population in same home 1+ year,95%,87.7,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
charlotte,53.8,Economic Access to Care,SNAP Coverage Score (0-100),47.05,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),55.4,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
aurora,53.6,Social & Relational Care,Care Nonprofits Score (0-100),8.02,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",32.1,IRS Exempt Organizations Business Master File (EO BMF),April 2026
aurora,53.6,Institutional Care,Child Care Capacity Score (0-100),2.64,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",17.6,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
aurora,53.6,Institutional Care,FQHC Density Score (0-100),1.91,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",12.7,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
aurora,53.6,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
aurora,53.6,Economic Access to Care,Housing Affordability Score (0-100),60.91,% of households not spending >30% of income on housing,90% not cost-burdened,67.7,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
aurora,53.6,Social & Relational Care,Library Density Score (0-100),1.91,"public library outlets per 100,000 residents","5 per 100,000",38.2,IMLS Public Libraries Survey,FY2023
aurora,53.6,Institutional Care,Nursing Home Capacity Score (0-100),26.87,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",53.7,CMS Care Compare — Nursing Home Provider Information,April 2026
aurora,53.6,Social & Relational Care,Religious Institution Density Score (0-100),51.16,"congregations per 100,000 residents","150 per 100,000",34.1,ARDA U.S. Religion Census,2020
aurora,53.6,Social & Relational Care,Residential Stability Score (0-100),82.54,% of population in same home 1+ year,95%,86.9,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
aurora,53.6,Economic Access to Care,SNAP Coverage Score (0-100),53.24,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),62.6,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
nashville,53.5,Social & Relational Care,Care Nonprofits Score (0-100),9.98,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",39.9,IRS Exempt Organizations Business Master File (EO BMF),April 2026
nashville,53.5,Institutional Care,Child Care Capacity Score (0-100),2.57,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",17.1,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
nashville,53.5,Institutional Care,FQHC Density Score (0-100),2.32,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",15.5,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
nashville,53.5,Economic Access to Care,Healthcare Coverage Score (0-100),78.08,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),78.1,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
nashville,53.5,Economic Access to Care,Housing Affordability Score (0-100),64.89,% of households not spending >30% of income on housing,90% not cost-burdened,72.1,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
nashville,53.5,Social & Relational Care,Library Density Score (0-100),3.19,"public library outlets per 100,000 residents","5 per 100,000",63.8,IMLS Public Libraries Survey,FY2023
nashville,53.5,Institutional Care,Nursing Home Capacity Score (0-100),26.02,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",52.0,CMS Care Compare — Nursing Home Provider Information,April 2026
nashville,53.5,Social & Relational Care,Religious Institution Density Score (0-100),133.26,"congregations per 100,000 residents","150 per 100,000",88.8,ARDA U.S. Religion Census,2020
nashville,53.5,Social & Relational Care,Residential Stability Score (0-100),80.76,% of population in same home 1+ year,95%,85.0,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
nashville,53.5,Economic Access to Care,SNAP Coverage Score (0-100),40.27,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),47.4,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
fort_worth,53.2,Social & Relational Care,Care Nonprofits Score (0-100),6.64,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",26.6,IRS Exempt Organizations Business Master File (EO BMF),April 2026
fort_worth,53.2,Institutional Care,Child Care Capacity Score (0-100),2.77,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",18.5,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
fort_worth,53.2,Institutional Care,FQHC Density Score (0-100),0.22,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",1.5,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
fort_worth,53.2,Economic Access to Care,Healthcare Coverage Score (0-100),70.55,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),70.5,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
fort_worth,53.2,Economic Access to Care,Housing Affordability Score (0-100),63.66,% of households not spending >30% of income on housing,90% not cost-burdened,70.7,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
fort_worth,53.2,Social & Relational Care,Library Density Score (0-100),2.29,"public library outlets per 100,000 residents","5 per 100,000",45.8,IMLS Public Libraries Survey,FY2023
fort_worth,53.2,Institutional Care,Nursing Home Capacity Score (0-100),41.53,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",83.1,CMS Care Compare — Nursing Home Provider Information,April 2026
fort_worth,53.2,Social & Relational Care,Religious Institution Density Score (0-100),85.76,"congregations per 100,000 residents","150 per 100,000",57.2,ARDA U.S. Religion Census,2020
fort_worth,53.2,Social & Relational Care,Residential Stability Score (0-100),85.53,% of population in same home 1+ year,95%,90.0,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
